NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
IL17REL	1	IL17REL	
TREH	1	TREH	
SOBP	1	SOBP	
DNPH1	1	DNPH1	
ZNF252P	1	ZNF252P	
ARMH4	1	C14orf37	
GPER1	1	GPER1	
ZNF385C	1	ZNF385C	
OR2A1-AS1	1	OR2A1-AS1	
ARMH3	1	C10orf76	
ZNF385A	1	ZNF385A	
ARMH1	1	C1orf228	
ARHGEF11	1	ARHGEF11	
BCKDHA	1	BCKDHA	
ARHGEF10	1	ARHGEF10	
ARHGEF12	1	ARHGEF12	
LINC02076	1	FLJ35934	
ARHGEF17	1	ARHGEF17	
BCKDHB	1	BCKDHB	
ARHGEF16	1	ARHGEF16	
ARHGEF19	1	ARHGEF19	
ARHGEF18	1	ARHGEF18	
CBR3-AS1	1	CBR3-AS1	
PEX2	1	PEX2	
PEX1	1	PEX1	
GPCPD1	1	GPCPD1	
TCTE1	1	TCTE1	
HEXA-AS1	1	HEXA-AS1	
PEX7	1	PEX7	
IRF3	1	IRF3	
IRF4	1	MUM1	
PEX3	1	PEX3	
PEX6	1	PEX6	
IRF1	1	IRF1	
PEX5	1	PEX5	
IRF2	1	IRF2	
IRF7	1	IRF7	
BLVRB	1	BLVRB	
IRF8	1	IRF8	
CCDC191	1	CCDC191	
IRF5	1	IRF5	
IRF6	1	IRF6	
BLVRA	1	BLVRA	
IRF9	1	IRF9	
TPT1-AS1	1	TPT1-AS1	
CCDC187	1	CCDC187	
CCDC186	1	CCDC186	
CHCHD4P3	1	CHCHD4P3	
PTMAP8	1	PTMAP8	
DNPEP	1	DNPEP	
MARVELD2	1	MARVELD2	
MARVELD1	1	MARVELD1	
MARVELD3	1	MARVELD3	
CCDC180	1	CCDC180	
CCDC183	1	CCDC183	
NCBP2AS2	1	NCBP2-AS2	
SOD3	1	SOD3	
IRGM	1	IRGM	
SOD1	1	SOD1	
EEPD1	1	EEPD1	
IRGQ	1	IRGQ	
RBBP4P1	1	RBBP4P1	
GOLPH3	1	GOLPH3	
GLB1	1	GLB1	
BRMS1L	1	BRMS1L	
SNORD83B	1	SNORD83B	
RANGRF	1	RANGRF	
FAM98C	1	FAM98C	
SNORD83A	1	SNORD83A	
FAM98B	1	FAM98B	
FAM98A	1	FAM98A	
CCDC174	1	CCDC174	
RBBP4P5	1	RBBP4P5	
RBBP4P2	1	RBBP4P2	
CCDC171	1	CCDC171	
TRIR	1	C19orf43	
TRIO	1	TRIO	
GUSBP11	1	GUSBP11	
GLDC	1	GLDC	
TRIL	1	TRIL	
UPK3BL1	1	UPK3BL	
MIR429	1	MIR429	
H2AC15	1	HIST1H2AK	
FNBP1L	1	FNBP1L	
H2AC16	1	HIST1H2AL	
H2AC17	1	HIST1H2AM	
H2AC11	1	HIST1H2AG	
GLE1	1	GLE1	
H2AC12	1	HIST1H2AH	
H2AC13	1	HIST1H2AI	
H2AC14	1	HIST1H2AJ	
CREB3L3	1	CREB3L3	
CREB3L4	1	CREB3L4	
CREB3L1	1	CREB3L1	
CREB3L2	1	CREB3L2	
MS4A15	1	MS4A15	
PLCE1	1	PLCE1	
PIP4K2A	1	PIP4K2A	
PIP4K2B	1	PIP4K2B	
PIP4K2C	1	PIP4K2C	
JUNB	1	JUNB	
NHLRC3	1	NHLRC3	
NHLRC4	1	NHLRC4	
PIH1D1	1	PIH1D1	
GLCE	1	GLCE	
NDUFAF4P3	1	NDUFAF4P3	
GDF5-AS1	1	GDF5OS	
SARNP	1	SARNP	
TYRO3	1	TYRO3	
PIH1D2	1	PIH1D2	
TDRKH-AS1	1	RP11-98D18.9	
NHLRC2	1	NHLRC2	
SRCAP	1	SRCAP	
FICD	1	FICD	
GLG1	1	GLG1	
CRACR2A	1	CRACR2A	
PPP4C	1	PPP4C	
CRACR2B	1	CRACR2B	
PLCG2	1	PLCG2	
SEPTIN14P8	1	SEPT14P8	
PLCG1	1	PLCG1	
NR2C2AP	1	NR2C2AP	
SEPTIN14P2	1	SEPT14P2	
NSUN5P1	1	NSUN5P1	
NSUN5P2	1	NSUN5P2	
JUND	1	JUND	
MIR6769A	1	MIR6769A	
SLC6A6	1	SLC6A6	
FIBP	1	FIBP	
PPP5C	1	PPP5C	
H2AC25	1	HIST3H2A	
SLC6A8	1	SLC6A8	
SLC6A9	1	SLC6A9	
H2AC20	1	HIST2H2AC	
GIPC1	1	GIPC1	
H2AC21	1	HIST2H2AB	
GIPC2	1	GIPC2	
PLCH1	1	PLCH1	
TRMU	1	TRMU	
ZBTB40-IT1	1	ZBTB40-IT1	
TRMO	1	TRMO	
HRCT1	1	HRCT1	
SLC6A2	1	SLC6A2	
PFAS	1	PFAS	
GLI3	1	GLI3	
SLC6A3	1	SLC6A3	
UPK3BP1	1	UPK3BP1	
SLC6A4	1	SLC6A4	
GLI4	1	GLI4	
IMPA1	1	IMPA1	
IMPA2	1	IMPA2	
PITPNA-AS1	1	PITPNA-AS1	
RIOK2	1	RIOK2	
RIOK1	1	RIOK1	
GOLGA2P10	1	GOLGA2P10	
FMC1-LUC7L2	1	C7orf55-LUC7L2	
HSFX1	1	HSFX1	
PLCB3	1	PLCB3	
ZNF599	1	ZNF599	
PLCB1	1	PLCB1	
PLCB2	1	PLCB2	
ZNF598	1	ZNF598	
ZNF597	1	ZNF597	
COX5BP6	1	COX5BP6	
ZNF596	1	ZNF596	
ZNF595	1	ZNF595	
OCA2	1	OCA2	
ZNF594	1	ZNF594	
ZNF593	1	ZNF593	
ZNF592	1	ZNF592	
PACC1	1	TMEM206	
FIGN	1	FIGN	
ZNF589	1	ZNF589	
ZNF587	1	ZNF587	
ZNF586	1	ZNF586	
ZNF584	1	ZNF584	
ZNF581	1	ZNF581	
ZNF580	1	ZNF580	
RIOK3	1	RIOK3	
CARD8	1	CARD8	
CARD9	1	CARD9	
CARD6	1	CARD6	
LAPTM5	1	LAPTM5	
TTC9B	1	TTC9B	
TTC9C	1	TTC9C	
POU4F1	1	POU4F1	
LRPPRC	1	LRPPRC	
SULF2	1	SULF2	
FIG4	1	FIG4	
MIR421	1	MIR421	
SARM1	1	SARM1	
RLIM	1	RLIM	
ZNF579	1	ZNF579	
ZNF578	1	ZNF578	
SLC28A2	1	SLC28A2	
PLCD3	1	PLCD3	
PLCD4	1	PLCD4	
ZNF576	1	ZNF576	
SLC28A1	1	SLC28A1	
ZNF575	1	ZNF575	
PLCD1	1	PLCD1	
ZNF574	1	ZNF574	
SLC28A3	1	SLC28A3	
ZNF573	1	ZNF573	
PHLDB1	1	PHLDB1	
ZNF571	1	ZNF571	
CSF3R	1	CSF3R	
ZNF570	1	ZNF570	
SLC35E1P1	1	SLC35E1P1	
YEATS4	1	YEATS4	
IRS2	1	IRS2	
METRNL	1	METRNL	
RNU1-39P	1	RNU1-39P	
MTATP8P1	1	MTATP8P1	
ZNF569	1	ZNF569	
ZNF568	1	ZNF568	
ZNF567	1	ZNF567	
ZNF566	1	ZNF566	
PHLDA1	1	PHLDA1	
ZNF565	1	ZNF565	
ZNF564	1	ZNF564	
PHLDA3	1	PHLDA3	
ZNF562	1	ZNF562	
PNISR	1	PNISR	
ZNF561	1	ZNF561	
SLC15A2	1	SLC15A2	
PSME2P2	1	PSME2P2	
ENKUR	1	ENKUR	
KIAA1614	1	KIAA1614	
STIM1	1	STIM1	
STIM2	1	STIM2	
ZNF559	1	ZNF559	
ZNF558	1	ZNF558	
ZNF557	1	ZNF557	
ZNF556	1	ZNF556	
PHLDB3	1	PHLDB3	
ZNF555	1	ZNF555	
PHLDB2	1	PHLDB2	
ZNF554	1	ZNF554	
GLYR1	1	GLYR1	
ZNF552	1	ZNF552	
ZNF551	1	ZNF551	
CSF1R	1	CSF1R	
ZNF550	1	ZNF550	
OR8G3P	1	OR8G3P	
GLO1	1	GLO1	
PHF21A	1	PHF21A	
PHF21B	1	PHF21B	
STIP1	1	STIP1	
ZNF549	1	ZNF549	
ZNF548	1	ZNF548	
PAXIP1-DT	1	PAXIP1-AS1	
ZNF547	1	ZNF547	
ZNF546	1	ZNF546	
SLC15A3	1	SLC15A3	
ZNF544	1	ZNF544	
SLC15A4	1	SLC15A4	
ZNF543	1	ZNF543	
ZNF540	1	ZNF540	
GLMN	1	GLMN	
ADAMTSL4-AS1	1	ADAMTSL4-AS1	
GLMP	1	GLMP	
HOPX	1	HOPX	
CHERP	1	CHERP	
BRWD1-AS2	1	BRWD1-AS2	
RIOX1	1	C14orf169	
YEATS2	1	YEATS2	
RIOX2	1	MINA	
SPIRE2	1	SPIRE2	
SPIRE1	1	SPIRE1	
RLN3	1	RLN3	
ZNF536	1	ZNF536	
EFHB	1	EFHB	
ZNF534	1	ZNF534	
ZNF532	1	ZNF532	
ZNF530	1	ZNF530	
KIAA1671	1	KIAA1671	
C19orf67	1	C19orf67	
PPP6C	1	PPP6C	
SART1	1	SART1	
CYP4F62P	1	CYP4F62P	
SART3	1	SART3	
GM2A	1	GM2A	
ZNF529	1	ZNF529	
ZNF528	1	ZNF528	
ZNF527	1	ZNF527	
ZNF526	1	ZNF526	
ZNF525	1	ZNF525	
ZNF524	1	ZNF524	
INSL3	1	INSL3	
ZNF521	1	ZNF521	
INSL4	1	INSL4	
C19orf73	1	C19orf73	
SORD	1	SORD	
HMGN3-AS1	1	HMGN3-AS1	
LCA5L	1	LCA5L	
SARS1	1	SARS	
SARS2	1	SARS2	
ZNF519	1	ZNF519	
ZNF517	1	ZNF517	
ZNF516	1	ZNF516	
ZNF514	1	ZNF514	
ZNF513	1	ZNF513	
SOS1	1	SOS1	
SMPDL3B	1	SMPDL3B	
ZNF511	1	ZNF511	
ZNF510	1	ZNF510	
SOS2	1	SOS2	
SMPDL3A	1	SMPDL3A	
C19orf81	1	C19orf81	
GLS2	1	GLS2	
GLRX	1	GLRX	
DENND10P1	1	FAM45BP	
BACH1-IT2	1	BACH1-IT2	
ZNF507	1	ZNF507	
ZNF506	1	ZNF506	
ZNF503	1	ZNF503	
ZNF501	1	ZNF501	
ZNF500	1	ZNF500	
IRX2	1	IRX2	
SKOR1	1	SKOR1	
IRX5	1	IRX5	
EFL1	1	EFL1	
IRX3	1	IRX3	
IRX4	1	IRX4	
PLCL2	1	PLCL2	
RPGRIP1	1	RPGRIP1	
CUL4A	1	CUL4A	
SVOPL	1	SVOPL	
PFKL	1	PFKL	
MARCKS	1	MARCKS	
PFKM	1	PFKM	
PFKP	1	PFKP	
CUL4B	1	CUL4B	
GLTP	1	GLTP	
SYNJ2BP-COX16	1	SYNJ2BP-COX16	
ARL6IP1	1	ARL6IP1	
TTLL10	1	TTLL10	
CHCHD3P3	1	CHCHD3P3	
DDX60L	1	DDX60L	
C19orf25	1	C19orf25	
ZNF609	1	ZNF609	
ZNF607	1	ZNF607	
RUSC2	1	RUSC2	
PTGER4P2-CDK2AP2P2	1	PTGER4P2-CDK2AP2P2	
RUSC1	1	RUSC1	
ZNF606	1	ZNF606	
CHEK2	1	CHEK2	
ZNF605	1	ZNF605	
CHEK1	1	CHEK1	
CA3-AS1	1	CA3-AS1	
ARL6IP5	1	ARL6IP5	
ARL6IP4	1	ARL6IP4	
ZNF600	1	ZNF600	
GLUL	1	GLUL	
SOX7	1	SOX7	
SOX4	1	SOX4	
SOX5	1	SOX5	
ARL6IP6	1	ARL6IP6	
CTD-2194D22.4	1	CTD-2194D22.4	
JMJD4	1	JMJD4	
GGTLC5P	1	GGTLC5P	
RECQL	1	RECQL	
C19orf38	1	C19orf38	
JMJD7	1	JMJD7	
JMJD8	1	JMJD8	
C19orf33	1	C19orf33	
JMJD6	1	JMJD6	
SHLD2P1	1	FAM35BP	
MIR6877	1	MIR6877	
TTLL13	1	TTLL13P	
SHLD2P3	1	FAM35DP	
CENPBD1P	1	CENPBD1	
PFN4	1	PFN4	
TTLL11	1	TTLL11	
TTLL12	1	TTLL12	
PFN1	1	PFN1	
MIR6871	1	MIR6871	
PFN2	1	PFN2	
TMEM161B	1	TMEM161B	
TMEM161A	1	TMEM161A	
C19orf44	1	C19orf44	
C19orf47	1	C19orf47	
MIR6867	1	MIR6867	
IRX2-DT	1	C5orf38	
CENPBD2P	1	CENPBD1P1	
MIPEPP3	1	MIPEPP3	
CARMIL1	1	CARMIL1	
FIS1	1	FIS1	
CARMIL2	1	CARMIL2	
C19orf53	1	C19orf53	
CARMIL3	1	CARMIL3	
SS18L1	1	SS18L1	
SS18L2	1	SS18L2	
ZWINT	1	ZWINT	
CEP57L1P1	1	CEP57L1P1	
OCLN	1	OCLN	
MIR6858	1	MIR6858	
MIR6855	1	MIR6855	
CREBRF	1	CREBRF	
MIR6851	1	MIR6851	
IQANK1	1	FAM83H-AS1	
CC2D1A	1	CC2D1A	
CC2D1B	1	CC2D1B	
KRT24	1	KRT24	
CCHCR1	1	CCHCR1	
MIR4263	1	MIR4263	
CC2D2A	1	CC2D2A	
CC2D2B	1	CC2D2B	
TOMM70	1	TOMM70	
C1QTNF3-AMACR	1	C1QTNF3-AMACR	
PACS2	1	PACS2	
KRT38	1	KRT38	
PACS1	1	PACS1	
MIR4258	1	MIR4258	
MIR4257	1	MIR4257	
ATP6V1E1P1	1	ATP6V1E1P1	
DCP2	1	DCP2	
TOMM40	1	TOMM40	
ZNF137P	1	ZNF137P	
APOBEC3B-AS1	1	APOBEC3B-AS1	
DCPS	1	DCPS	
CA12	1	CA12	
CACNA1C-AS2	1	CACNA1C-AS2	
CA11	1	CA11	
ARNT2	1	ARNT2	
CACNA1C-AS1	1	CACNA1C-AS1	
KRT13	1	KRT13	
C19orf18	1	C19orf18	
KRT10	1	KRT10	
C19orf12	1	C19orf12	
RNA5SP21	1	RNA5SP21	
KMT2E-AS1	1	KMT2E-AS1	
KRT19	1	KRT19	
KRT18	1	KRT18	
KRT17	1	KRT17	
KRT15	1	KRT15	
KRT14	1	KRT14	
TRIP10	1	TRIP10	
TRIP11	1	TRIP11	
TRIP12	1	TRIP12	
MIR6895	1	MIR6895	
TRIP13	1	TRIP13	
MIR6894	1	MIR6894	
SNORD73A	1	SNORD73A	
NUCKS1	1	NUCKS1	
TOMM20	1	TOMM20	
TOMM22	1	TOMM22	
OIP5-AS1	1	OIP5-AS1	
CMTR1	1	CMTR1	
CA14	1	CA14	
CMTR2	1	CMTR2	
CA13	1	CA13	
MIR4292	1	MIR4292	
ATE1OSP	1	ATE1-AS1	
RNA5SP82	1	RNA5SP82	
TOMM34	1	TOMM34	
KRT79	1	KRT79	
TSC2	1	TSC2	
KRT78	1	KRT78	
OCRL	1	OCRL	
TSC1	1	TSC1	
KRT77	1	KRT77	
ALDH3A2	1	ALDH3A2	
DCTD	1	DCTD	
FIZ1	1	FIZ1	
ISCU	1	ISCU	
NACA3P	1	NACA3P	
HPCA	1	HPCA	
ALDH3B2	1	ALDH3B2	
ALDH3B1	1	ALDH3B1	
COBLL1	1	COBLL1	
RIPK1	1	RIPK1	
NF1P11	1	NF1P11	
PSMA3-AS1	1	PSMA3-AS1	
NF1P10	1	NF1P10	
ANKZF1	1	ANKZF1	
CCDC86-AS1	1	RP5-1148A21.3	
ENKD1	1	ENKD1	
BTNL9	1	BTNL9	
ACBD7	1	ACBD7	
BTNL8	1	BTNL8	
ACBD6	1	ACBD6	
ACBD5	1	ACBD5	
ACBD4	1	ACBD4	
LRRC3-DT	1	LRRC3-AS1	
MRGBP	1	MRGBP	
ACBD3	1	ACBD3	
CREBZF	1	CREBZF	
SCYL3	1	SCYL3	
MIR34A	1	MIR34A	
THA1P	1	THA1P	
HPF1	1	HPF1	
CA5B	1	CA5B	
CASTOR3P	1	GATS	
NAPRT	1	NAPRT	
GAS6-AS1	1	GAS6-AS1	
SPEG	1	SPEG	
SCYL2	1	SCYL2	
SCYL1	1	SCYL1	
TSFM	1	TSFM	
JAGN1	1	JAGN1	
DCXR	1	DCXR	
RUSF1	1	C16orf58	
HPDL	1	HPDL	
HSH2D	1	HSH2D	
LUC7L3	1	LUC7L3	
PXYLP1	1	PXYLP1	
ITGB3BP	1	ITGB3BP	
LUC7L2	1	LUC7L2	
KRT80	1	KRT80	
TUFT1	1	TUFT1	
SPG7	1	SPG7	
KRT86	1	KRT86	
U2AF1L4	1	U2AF1L4	
GMDS	1	GMDS	
DHCR7-DT	1	RP11-660L16.2	
SASH1	1	SASH1	
SPEN	1	SPEN	
CMTM7	1	CMTM7	
CMTM8	1	CMTM8	
CMTM3	1	CMTM3	
CMTM4	1	CMTM4	
CMTM6	1	CMTM6	
PDE4DIP	1	PDE4DIP	
GDAP1	1	GDAP1	
GDAP2	1	GDAP2	
RMC1	1	C18orf8	
TICRR	1	TICRR	
CMTM1	1	CMTM1	
TSKS	1	TSKS	
MT-TQ	1	MT-TQ	
TUBBP2	1	TUBBP2	
TUBBP1	1	TUBBP1	
MT-TP	1	MT-TP	
GMFB	1	GMFB	
MT-TN	1	MT-TN	
MT-TT	1	MT-TT	
MT-TR	1	MT-TR	
MT-TY	1	MT-TY	
MT-TW	1	MT-TW	
MT-TV	1	MT-TV	
RPL13AP25	1	RPL13AP25	
ISM2	1	ISM2	
TSKU	1	TSKU	
ANAPC1P1	1	ANAPC1P1	
SPIB	1	SPIB	
MEIOSIN	1	BHMG1	
RAVER1	1	RAVER1	
RAVER2	1	RAVER2	
MTERF1	1	MTERF1	
MLYCD	1	MLYCD	
GTSE1	1	GTSE1	
ARPIN	1	ARPIN	
ZNF271P	1	ZNF271P	
ISL1	1	ISL1	
MT-TA	1	MT-TA	
ISL2	1	ISL2	
RPL13AP20	1	RPL13AP20	
MT-TE	1	MT-TE	
MT-TD	1	MT-TD	
MT-TC	1	MT-TC	
TMEM126A	1	TMEM126A	
MT-TI	1	MT-TI	
CTAGE9	1	CTAGE9	
MT-TH	1	MT-TH	
MT-TG	1	MT-TG	
OBSCN-AS1	1	C1orf145	
TMEM126B	1	TMEM126B	
MT-TF	1	MT-TF	
CTAGE6	1	CTAGE6	
MT-TM	1	MT-TM	
GTSF1	1	GTSF1	
MT-TK	1	MT-TK	
NLRX1	1	NLRX1	
PLA2G3	1	PLA2G3	
BAZ2A	1	BAZ2A	
MRPS36P1	1	MRPS36P1	
BAZ2B	1	BAZ2B	
PLA2G6	1	PLA2G6	
RHOT2	1	RHOT2	
RHOT1	1	RHOT1	
AFMID	1	AFMID	
PRELID3A	1	PRELID3A	
PRELID3B	1	PRELID3B	
CCZ1B	1	CCZ1B	
MTERF3	1	MTERF3	
MTERF2	1	MTERF2	
CYP4F2	1	CYP4F2	
MTERF4	1	MTERF4	
CYP4F3	1	CYP4F3	
FOXL2NB	1	FOXL2NB	
MATN1-AS1	1	MATN1-AS1	
ZNF497	1	ZNF497	
ZNF496	1	ZNF496	
NUDT4B	1	NUDT4P1	
ANXA8L1	1	ANXA8L1	
ZNF493	1	ZNF493	
ZNF492	1	ZNF492	
ZNF491	1	ZNF491	
LRRC10B	1	LRRC10B	
ZNF490	1	ZNF490	
DDX12P	1	DDX12P	
MED19	1	MED19	
OSBPL11	1	OSBPL11	
MED16	1	MED16	
MED15	1	MED15	
MED18	1	MED18	
MED17	1	MED17	
DDA1	1	DDA1	
OSBPL10	1	OSBPL10	
MECP2	1	MECP2	
MED12	1	MED12	
MED11	1	MED11	
POU5F1P6	1	POU5F1P6	
MED14	1	MED14	
MED13	1	MED13	
MECOM	1	MECOM	
MED10	1	MED10	
TSPO	1	TSPO	
ZNF488	1	ZNF488	
ZNF487	1	ZNF487	
ZNF483	1	ZNF483	
RMI2	1	RMI2	
CNOT6L	1	CNOT6L	
RMI1	1	RMI1	
ZNF480	1	ZNF480	
KIAA1143	1	KIAA1143	
JOSD2	1	JOSD2	
BAZ1A	1	BAZ1A	
BAZ1B	1	BAZ1B	
GMIP	1	GMIP	
JOSD1	1	JOSD1	
MED27	1	MED27	
MED26	1	MED26	
MED29	1	MED29	
PGM2L1	1	PGM2L1	
MED28	1	MED28	
DDB2	1	DDB2	
MED23	1	MED23	
DDB1	1	DDB1	
MED22	1	MED22	
MED25	1	MED25	
MIR762	1	MIR762	
MED24	1	MED24	
NSFP1	1	NSFP1	
INCENP	1	INCENP	
MED21	1	MED21	
JMJD7-PLA2G4B	1	JMJD7-PLA2G4B	
MED20	1	MED20	
TNKS2-DT	1	TNKS2-AS1	
ZNF474	1	ZNF474	
ZNF473	1	ZNF473	
ZSWIM1	1	ZSWIM1	
ZNF470	1	ZNF470	
TSR3	1	TSR3	
ODC1	1	ODC1	
SOCS5P4	1	SOCS5P4	
EGFR	1	EGFR	
SPOP	1	SPOP	
ZSWIM8	1	ZSWIM8	
ZSWIM9	1	C19orf68	
ZSWIM6	1	ZSWIM6	
ZNF469	1	ZNF469	
ZNF468	1	ZNF468	
ZSWIM7	1	ZSWIM7	
ZSWIM4	1	ZSWIM4	
ZNF467	1	ZNF467	
ZSWIM5	1	ZSWIM5	
ZSWIM3	1	ZSWIM3	
ZNF462	1	ZNF462	
ZNF461	1	ZNF461	
ZNF460	1	ZNF460	
ODAM	1	ODAM	
NUDT22	1	NUDT22	
ST7-AS1	1	ST7-AS1	
NUDT21	1	NUDT21	
ST7-AS2	1	ST7-AS2	
ABCB10	1	ABCB10	
TAOK3	1	TAOK3	
TAOK1	1	TAOK1	
TAOK2	1	TAOK2	
TSR2	1	TSR2	
OR2A20P	1	OR2A20P	
TSR1	1	TSR1	
ZNF451	1	ZNF451	
CASC9	1	CASC9	
NAB1	1	NAB1	
GMNN	1	GMNN	
NAB2	1	NAB2	
MPV17L2	1	MPV17L2	
CASC2	1	CASC2	
CASC3	1	CASC3	
OLFML2A	1	OLFML2A	
NUDT11	1	NUDT11	
ZNF449	1	ZNF449	
NUDT19	1	NUDT19	
HMGB1P3	1	HMGB1P3	
NUDT18	1	NUDT18	
NUDT17	1	NUDT17	
ZNF446	1	ZNF446	
HMGB1P5	1	HMGB1P5	
NUDT16	1	NUDT16	
MTPAP	1	MTPAP	
NUDT15	1	NUDT15	
ZNF445	1	ZNF445	
ZNF444	1	ZNF444	
NUDT14	1	NUDT14	
NUDT13	1	NUDT13	
ZNF443	1	ZNF443	
ZNF441	1	ZNF441	
ZNF440	1	ZNF440	
IST1	1	IST1	
GCSHP5	1	GCSHP5	
ZCRB1	1	ZCRB1	
GCSHP3	1	GCSHP3	
CASD1	1	CASD1	
MIR1283-2	1	MIR1283-2	
NAAA	1	NAAA	
ZNF439	1	ZNF439	
ZNF438	1	ZNF438	
ZNF436	1	ZNF436	
ZNF433	1	ZNF433	
ZNF432	1	ZNF432	
ZNF431	1	ZNF431	
ZNF430	1	ZNF430	
SMYD5	1	SMYD5	
TMEM121B	1	CECR6	
SPATA1	1	SPATA1	
GMPS	1	GMPS	
GMPR	1	GMPR	
SPATA2	1	SPATA2	
SPATA3	1	SPATA3	
RBM5-AS1	1	RBM5-AS1	
SPATA5	1	SPATA5	
SPATA6	1	SPATA6	
SPATA7	1	SPATA7	
MED30	1	MED30	
ZNF429	1	ZNF429	
MED31	1	MED31	
ZNF428	1	ZNF428	
PGK1	1	PGK1	
SMYD2	1	SMYD2	
ZNF426	1	ZNF426	
BRIX1	1	BRIX1	
SMYD4	1	SMYD4	
ZNF425	1	ZNF425	
NAE1	1	NAE1	
SMYD3	1	SMYD3	
ZNF423	1	ZNF423	
NADK	1	NADK	
ZNF420	1	ZNF420	
ALG1L2	1	ALG1L2	
TMEM120B	1	TMEM120B	
ODF2	1	ODF2	
TMEM120A	1	TMEM120A	
HPS1	1	HPS1	
HPS4	1	HPS4	
RABL2A	1	RABL2A	
RABL2B	1	RABL2B	
HPS3	1	HPS3	
TNK2-AS1	1	TNK2-AS1	
HPS6	1	HPS6	
ARPC4	1	ARPC4	
HPS5	1	HPS5	
ARPC5	1	ARPC5	
ARPC2	1	ARPC2	
ZNF419	1	ZNF419	
ARPC3	1	ARPC3	
NACA	1	NACA	
ZNF418	1	ZNF418	
ZNF417	1	ZNF417	
ZNF416	1	ZNF416	
ZNF415	1	ZNF415	
ZNF414	1	ZNF414	
OSBPL1A	1	OSBPL1A	
ZNF410	1	ZNF410	
SPRN	1	SPRN	
MIPEP	1	MIPEP	
ITGB1	1	ITGB1	
ISY1	1	ISY1	
NFYC-AS1	1	NFYC-AS1	
GPR89A	1	GPR89A	
CIITA	1	CIITA	
ITGAM	1	ITGAM	
ITGB5	1	ITGB5	
NUMA1	1	NUMA1	
ITGB4	1	ITGB4	
ITGB3	1	ITGB3	
ITGB2	1	ITGB2	
ITGAE	1	ITGAE	
ITGAL	1	ITGAL	
GPR89B	1	GPR89B	
ELFN1	1	ELFN1	
NKPD1	1	NKPD1	
ZNRD2	1	SSSCA1	
ZNF408	1	ZNF408	
DDI2	1	DDI2	
ZNF407	1	ZNF407	
PGM3	1	PGM3	
ITGAX	1	ITGAX	
PGM2	1	PGM2	
ZNF404	1	ZNF404	
ITGAV	1	ITGAV	
ITGB6	1	ITGB6	
PGLS	1	PGLS	
YAF2	1	YAF2	
PGM1	1	PGM1	
RMRP	1	RMRP	
TMEM255B	1	TMEM255B	
ITGA3	1	ITGA3	
ITGA2	1	ITGA2	
ITGA1	1	ITGA1	
STXBP5-AS1	1	STXBP5-AS1	
AHSA1	1	AHSA1	
TFIP11	1	TFIP11	
SPTB	1	SPTB	
RRM2B	1	RRM2B	
ADORA2A	1	ADORA2A	
ADORA2B	1	ADORA2B	
ITGA7	1	ITGA7	
ITGA6	1	ITGA6	
NAF1	1	NAF1	
ITGA5	1	ITGA5	
YAE1	1	YAE1D1	
BECN1	1	BECN1	
ROCK1	1	ROCK1	
ROCK2	1	ROCK2	
PPT2-EGFL8	1	PPT2-EGFL8	
FOXRED1	1	FOXRED1	
FOXRED2	1	FOXRED2	
ZNRF1	1	ZNRF1	
ZNRF2	1	ZNRF2	
ZNRF3	1	ZNRF3	
CCDC85C	1	CCDC85C	
CCDC85B	1	CCDC85B	
MROH7-TTC4	1	MROH7-TTC4	
FEM1C	1	FEM1C	
TM4SF19-AS1	1	TM4SF19-AS1	
POLR2J3	1	POLR2J3	
POLR2J4	1	POLR2J4	
POLR2J2	1	POLR2J2	
FEM1A	1	FEM1A	
FEM1B	1	FEM1B	
CYP4B1	1	CYP4B1	
NAGA	1	NAGA	
NAGK	1	NAGK	
NAGS	1	NAGS	
CAHM	1	CAHM	
KRT42P	1	KRT42P	
NBPF5P	1	NBPF5P	
LDLRAD2	1	LDLRAD2	
LDLRAD3	1	LDLRAD3	
LDLRAD4	1	LDLRAD4	
CCDC102A	1	CCDC102A	
CCDC102B	1	CCDC102B	
HADHAP1	1	HADHAP1	
SNRPD2	1	SNRPD2	
SNRPD1	1	SNRPD1	
SNRPD3	1	SNRPD3	
SPA17	1	SPA17	
TBC1D22A	1	TBC1D22A	
TBC1D22B	1	TBC1D22B	
LASP1NB	1	LINC00672	
UNC93A	1	UNC93A	
FLJ36000	1	FLJ36000	
FAM76B	1	FAM76B	
FAM76A	1	FAM76A	
NAIP	1	NAIP	
GGNBP1	1	GGNBP1	
NUMBL	1	NUMBL	
TBC1D9B	1	TBC1D9B	
GGNBP2	1	GGNBP2	
GARRE1	1	KIAA0355	
GMDS-DT	1	GMDS-AS1	
GSPT1	1	GSPT1	
PGS1	1	PGS1	
SEC14L2	1	SEC14L2	
BRIP1	1	BRIP1	
SEC14L1	1	SEC14L1	
SEC14L6	1	SEC14L6	
SEC14L4	1	SEC14L4	
SEC14L5	1	SEC14L5	
MIR1915HG	1	CASC10	
TBC1D8B	1	TBC1D8B	
EGR1	1	EGR1	
TSPEAR-AS2	1	TSPEAR-AS2	
EGR2	1	EGR2	
EGR4	1	EGR4	
FAM78A	1	FAM78A	
NBPF2P	1	NBPF2P	
TSPEAR-AS1	1	TSPEAR-AS1	
EPRS1	2	QARS:EPRS	
CALY	1	CALY	
CALU	1	CALU	
CALR	1	CALR	
