Symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Pval_threshold	FC1.2_threshold	FC1.5_threshold
SPNS2	3983.289733	-0.897058701	0.060432292	-14.8440291	7.60E-50	1.08E-47	TRUE	FALSE	FALSE
ABAT	567.8504952	0.314243366	0.097748165	3.214826237	0.001305235	0.004308354	TRUE	FALSE	FALSE
SLC25A10	633.4334172	0.242858099	0.097238482	2.497551319	0.012505436	0.032225973	TRUE	FALSE	FALSE
LYSMD4	338.1641528	0.384737176	0.134998275	2.849941412	0.004372728	0.012750245	TRUE	FALSE	FALSE
GAS6	1320.30615	1.049621684	0.0686765	15.28356401	9.84E-53	1.58E-50	TRUE	FALSE	FALSE
CEP57L1	1213.473468	0.342151349	0.07067187	4.841407916	1.29E-06	7.36E-06	TRUE	FALSE	FALSE
GPR19	787.0066324	0.608226106	0.087311656	6.966150177	3.26E-12	3.97E-11	TRUE	FALSE	FALSE
RABIF	1007.052183	0.213204778	0.085224856	2.501673659	0.01236078	0.031893537	TRUE	FALSE	FALSE
FANCF	524.0695172	0.47729598	0.101782077	4.689391263	2.74E-06	1.49E-05	TRUE	FALSE	FALSE
RUVBL2	8986.549205	-0.167870543	0.048331654	-3.473304317	0.000514092	0.001848445	TRUE	FALSE	FALSE
LINC01547	189.22332	0.421696891	0.15555017	2.711002436	0.006708013	0.01874674	TRUE	FALSE	FALSE
DDX41	20873.71337	-0.449476963	0.047472011	-9.468251922	2.85E-21	8.12E-20	TRUE	FALSE	FALSE
DAZAP2	6687.083126	-0.185813319	0.059745683	-3.110071049	0.001870423	0.005951241	TRUE	FALSE	FALSE
EPHA10	56.81405635	1.370034914	0.293218771	4.672398394	2.98E-06	1.61E-05	TRUE	TRUE	FALSE
SPDYE4	20.22295365	-1.795059786	0.514876117	-3.486391633	0.000489584	0.001771264	TRUE	TRUE	TRUE
BCOR	2468.903717	-0.356278172	0.072264395	-4.930203491	8.21E-07	4.84E-06	TRUE	FALSE	FALSE
JRKL	528.9035371	0.269820811	0.102246624	2.638921473	0.008317024	0.022586657	TRUE	FALSE	FALSE
FHL3	927.2132866	-0.409319323	0.083735738	-4.888227316	1.02E-06	5.92E-06	TRUE	FALSE	FALSE
C19orf71	46.40243639	1.650538393	0.332680223	4.961336074	7.00E-07	4.18E-06	TRUE	TRUE	TRUE
RIPK4	3680.083148	-0.327646206	0.060764393	-5.392075687	6.96E-08	4.83E-07	TRUE	FALSE	FALSE
SF3A3	9013.566833	-0.165590849	0.054600055	-3.032796368	0.00242299	0.007530636	TRUE	FALSE	FALSE
URAD	65.53550359	-1.235789602	0.256840769	-4.811500937	1.50E-06	8.46E-06	TRUE	TRUE	FALSE
SH2D7	64.85570621	-0.645295453	0.247531494	-2.606922632	0.009136	0.024516678	TRUE	FALSE	FALSE
EP400	11371.4751	-0.153683326	0.061632101	-2.493559733	0.01264693	0.032541211	TRUE	FALSE	FALSE
MEX3B	4190.477686	-0.8979433	0.052777987	-17.01359511	6.51E-65	2.11E-62	TRUE	FALSE	FALSE
PI4KAP2	17614.71284	-0.205864025	0.061226733	-3.362322553	0.000772898	0.002677872	TRUE	FALSE	FALSE
UTP11	2253.384713	-0.153948865	0.057909414	-2.65844282	0.007850267	0.021450589	TRUE	FALSE	FALSE
PRR14L	7646.703585	-0.145063295	0.060696504	-2.389977769	0.016849393	0.041782065	TRUE	FALSE	FALSE
PCBP3	170.7072467	0.658777628	0.176980684	3.722313711	0.000197406	0.000777113	TRUE	FALSE	FALSE
SETD3	9200.59534	-0.237935409	0.047419725	-5.017646304	5.23E-07	3.18E-06	TRUE	FALSE	FALSE
TANGO2	807.5700546	0.379716364	0.085424787	4.445037264	8.79E-06	4.46E-05	TRUE	FALSE	FALSE
SFXN4	1915.925499	-0.218539921	0.064282832	-3.399662297	0.000674691	0.002361676	TRUE	FALSE	FALSE
MRPL54	2108.644206	-0.726377331	0.079687126	-9.11536613	7.84E-20	1.96E-18	TRUE	FALSE	FALSE
ZNF438	394.3771127	-0.406524959	0.112026352	-3.628833317	0.000284705	0.001087987	TRUE	FALSE	FALSE
TRMT12	514.70399	0.37323674	0.113701349	3.282606083	0.001028523	0.003472031	TRUE	FALSE	FALSE
GPR1	19.90301778	-1.958257417	0.533303131	-3.671940598	0.000240716	0.00093443	TRUE	TRUE	TRUE
ALYREF	5684.67524	-0.138338844	0.057545398	-2.403994898	0.016217	0.040390855	TRUE	FALSE	FALSE
UPP1	2320.596651	-0.343746863	0.081439576	-4.220882292	2.43E-05	0.00011385	TRUE	FALSE	FALSE
TRIM52	902.4774202	0.370929858	0.083263634	4.4548843	8.39E-06	4.28E-05	TRUE	FALSE	FALSE
LHFP	9513.495951	-0.687371173	0.053761198	-12.78563708	1.97E-37	1.58E-35	TRUE	FALSE	FALSE
CMTM4	11354.94904	-0.488291388	0.053095019	-9.196557434	3.70E-20	9.53E-19	TRUE	FALSE	FALSE
TMEM50A	4317.386783	0.395253165	0.056622981	6.980437265	2.94E-12	3.61E-11	TRUE	FALSE	FALSE
ASCL2	14870.55238	-0.558181352	0.059662408	-9.355662443	8.31E-21	2.26E-19	TRUE	FALSE	FALSE
CBX6	617.275975	0.636599009	0.104711721	6.079539148	1.21E-09	1.07E-08	TRUE	FALSE	FALSE
TBL3	5257.571997	-0.148572741	0.052741791	-2.816983238	0.004847706	0.014000971	TRUE	FALSE	FALSE
KREMEN1	1350.367891	0.590114263	0.078079006	7.557912074	4.10E-14	6.10E-13	TRUE	FALSE	FALSE
AIFM3	92.54917162	0.575193369	0.231916698	2.48017229	0.013131891	0.033598119	TRUE	FALSE	FALSE
ZNF703	3287.031151	-0.444243432	0.084629323	-5.249284931	1.53E-07	1.00E-06	TRUE	FALSE	FALSE
C9orf66	35.60709114	1.007580537	0.360058656	2.798378876	0.005135983	0.014727102	TRUE	FALSE	FALSE
TUBA8	74.38927892	-0.754481969	0.254308425	-2.96679895	0.003009177	0.009156957	TRUE	FALSE	FALSE
OLFML1	1996.256084	-0.340865486	0.064243021	-5.305875705	1.12E-07	7.53E-07	TRUE	FALSE	FALSE
LIN9	2061.269007	-0.250892893	0.068730158	-3.650404696	0.000261827	0.001008506	TRUE	FALSE	FALSE
BTBD9	1736.964373	-0.341419664	0.066231606	-5.154935611	2.54E-07	1.62E-06	TRUE	FALSE	FALSE
GPR39	16.84008688	1.61424146	0.503984665	3.202957496	0.001360241	0.004469644	TRUE	TRUE	TRUE
ZNF730	132.2137671	1.018050147	0.207039818	4.917170787	8.78E-07	5.15E-06	TRUE	FALSE	FALSE
TOB2	6158.258629	0.165922478	0.064503695	2.572294165	0.010102701	0.026737581	TRUE	FALSE	FALSE
SCN5A	32.60403317	-1.800331971	0.406077603	-4.43346779	9.27E-06	4.69E-05	TRUE	TRUE	TRUE
UTY	2976.72398	-0.161580589	0.065448304	-2.468827739	0.013555646	0.034512799	TRUE	FALSE	FALSE
HTR7P1	55.76313493	0.774873756	0.305412962	2.537134481	0.011176401	0.029219108	TRUE	FALSE	FALSE
PRKX	7117.284166	-0.122388001	0.050729822	-2.412545476	0.015841561	0.03959613	TRUE	FALSE	FALSE
KMT5A	4764.36631	-0.336927807	0.056471905	-5.966290829	2.43E-09	2.06E-08	TRUE	FALSE	FALSE
SMTN	11407.65107	-0.23231393	0.045299693	-5.128377607	2.92E-07	1.84E-06	TRUE	FALSE	FALSE
NPW	9.151790651	2.473574945	0.792111693	3.122760295	0.001791636	0.005724694	TRUE	TRUE	TRUE
NPB	136.31316	0.788086023	0.180715768	4.36091456	1.30E-05	6.37E-05	TRUE	FALSE	FALSE
ACTG1	246919.9283	-0.462543082	0.059281711	-7.802458304	6.07E-15	9.74E-14	TRUE	FALSE	FALSE
DENND5A	13409.71552	-0.625709131	0.046534204	-13.4462196	3.24E-41	3.03E-39	TRUE	FALSE	FALSE
VPS33B	3134.860204	-0.236234831	0.058126836	-4.064126776	4.82E-05	0.000213236	TRUE	FALSE	FALSE
TBX1	285.2410145	-0.330232121	0.14012033	-2.356775206	0.018434402	0.045114026	TRUE	FALSE	FALSE
ADAP2	1046.335933	-0.334675133	0.077218612	-4.334125185	1.46E-05	7.12E-05	TRUE	FALSE	FALSE
FAM120C	845.4197722	0.321532462	0.083233276	3.863027847	0.00011199	0.000463615	TRUE	FALSE	FALSE
EIF3C	6763.528057	-0.246148406	0.071822994	-3.427153232	0.000609945	0.002156931	TRUE	FALSE	FALSE
NIPSNAP1	5686.606214	0.348227507	0.048749929	7.143138743	9.12E-13	1.17E-11	TRUE	FALSE	FALSE
ADRA2C	380.4750999	0.272772033	0.114759863	2.376894029	0.017459103	0.043073821	TRUE	FALSE	FALSE
NR2C2AP	2252.14004	-0.21505966	0.055052853	-3.906421673	9.37E-05	0.00039249	TRUE	FALSE	FALSE
CRELD2	1105.714572	0.355682488	0.070926868	5.014777911	5.31E-07	3.23E-06	TRUE	FALSE	FALSE
SCFD2	1845.759245	0.141052504	0.06032539	2.338194661	0.019377152	0.047098754	TRUE	FALSE	FALSE
UBE2F	6060.662641	-0.232050328	0.062022322	-3.741400188	0.000182998	0.000724595	TRUE	FALSE	FALSE
TSPYL2	3498.23535	-0.521436894	0.069354831	-7.518393259	5.55E-14	8.14E-13	TRUE	FALSE	FALSE
PGP	1824.611642	0.18810971	0.067119194	2.802621716	0.005068909	0.014557305	TRUE	FALSE	FALSE
C22orf46	2414.707662	0.315548277	0.072241078	4.367989595	1.25E-05	6.19E-05	TRUE	FALSE	FALSE
IRAK1	10419.28137	-0.239779965	0.058350217	-4.109324281	3.97E-05	0.000178411	TRUE	FALSE	FALSE
HIST2H2AC	82.04339216	-0.543651195	0.23404432	-2.322855749	0.020186903	0.048845545	TRUE	FALSE	FALSE
KCNK12	318.3859072	0.871058117	0.12594688	6.916075382	4.64E-12	5.56E-11	TRUE	FALSE	FALSE
POU6F1	678.8577511	-0.521513376	0.085970775	-6.066170492	1.31E-09	1.16E-08	TRUE	FALSE	FALSE
TM2D3	1972.970795	0.457336668	0.079468861	5.754916583	8.67E-09	6.84E-08	TRUE	FALSE	FALSE
TSSC4	1803.340506	-0.147030219	0.062024353	-2.370524006	0.01776289	0.043722717	TRUE	FALSE	FALSE
TACSTD2	13654.24058	0.256533039	0.044372024	5.781413902	7.41E-09	5.89E-08	TRUE	FALSE	FALSE
PRKD1	38.85172318	1.123827534	0.363249933	3.093813466	0.001976017	0.006255954	TRUE	FALSE	FALSE
ZDHHC23	574.0632863	0.960965799	0.102473622	9.377689412	6.74E-21	1.86E-19	TRUE	FALSE	FALSE
EFNA5	8409.700078	-0.200808741	0.045775391	-4.386827466	1.15E-05	5.71E-05	TRUE	FALSE	FALSE
PKP3	7991.917795	-0.340545682	0.053297364	-6.38954081	1.66E-10	1.67E-09	TRUE	FALSE	FALSE
CSF1	309.1739842	-0.563504921	0.13006378	-4.332527623	1.47E-05	7.16E-05	TRUE	FALSE	FALSE
PLA2G6	2803.84957	-0.320325042	0.063451627	-5.048334603	4.46E-07	2.74E-06	TRUE	FALSE	FALSE
MAML2	2445.216269	-0.935015492	0.077788057	-12.02003918	2.79E-33	1.74E-31	TRUE	FALSE	FALSE
TOP1MT	3054.152893	-0.236164644	0.064460729	-3.663697982	0.0002486	0.00096119	TRUE	FALSE	FALSE
COPB2	12117.06401	-0.235149825	0.064967061	-3.619523851	0.000295146	0.001124511	TRUE	FALSE	FALSE
AP001062.7	528.4886448	0.396160785	0.114625053	3.456144843	0.000547961	0.001956643	TRUE	FALSE	FALSE
CCR10	418.3182166	0.255594374	0.099364097	2.572301074	0.010102499	0.026737581	TRUE	FALSE	FALSE
TXNRD2	454.776877	-0.387629569	0.097143478	-3.990278883	6.60E-05	0.000284177	TRUE	FALSE	FALSE
PROS1	88.20404509	0.948645142	0.227883082	4.162859017	3.14E-05	0.00014407	TRUE	FALSE	FALSE
HDDC3	620.9923861	0.582052185	0.092536234	6.289992166	3.17E-10	3.06E-09	TRUE	FALSE	FALSE
BEX5	141.0099788	0.791379885	0.178455583	4.434604251	9.22E-06	4.66E-05	TRUE	FALSE	FALSE
ZFP1	787.718488	0.359876816	0.080821556	4.452733061	8.48E-06	4.32E-05	TRUE	FALSE	FALSE
SOCS3	2559.049129	-0.542111282	0.068309861	-7.936061893	2.09E-15	3.50E-14	TRUE	FALSE	FALSE
PIWIL3	60.20977169	-0.966093779	0.312105453	-3.095408202	0.001965422	0.006225313	TRUE	FALSE	FALSE
LPAR5	387.4354335	1.147229529	0.110416997	10.38997219	2.75E-25	1.07E-23	TRUE	FALSE	FALSE
XPOT	17675.81064	-0.378674789	0.067029492	-5.649375748	1.61E-08	1.22E-07	TRUE	FALSE	FALSE
SNN	1634.246235	0.182310659	0.070408887	2.58931317	0.009616759	0.025661483	TRUE	FALSE	FALSE
NELL2	54.58437671	1.341780996	0.274686872	4.884765643	1.04E-06	6.01E-06	TRUE	TRUE	FALSE
KRBA2	549.8155825	0.270822906	0.100751854	2.688019098	0.007187729	0.019890963	TRUE	FALSE	FALSE
MED12	16045.60712	-0.44332843	0.060588358	-7.317056338	2.53E-13	3.46E-12	TRUE	FALSE	FALSE
9-Sep	23296.70143	-0.136147953	0.04557511	-2.98733127	0.002814246	0.008623019	TRUE	FALSE	FALSE
ZBTB40	5028.800566	-0.182872623	0.057836907	-3.161867249	0.00156761	0.005075144	TRUE	FALSE	FALSE
LRRC26	127.3880778	0.890756592	0.203008651	4.38777652	1.15E-05	5.68E-05	TRUE	FALSE	FALSE
SMIM10	64.31653066	0.660762561	0.281897583	2.343980938	0.019079146	0.046481668	TRUE	FALSE	FALSE
UBE2G2	3642.727563	0.260702584	0.05651608	4.612892186	3.97E-06	2.12E-05	TRUE	FALSE	FALSE
RBM33	7256.364959	-0.343468205	0.053997311	-6.360839113	2.01E-10	1.99E-09	TRUE	FALSE	FALSE
RBM43	1510.364721	0.403776307	0.073442364	5.497866425	3.84E-08	2.76E-07	TRUE	FALSE	FALSE
FMNL1	58.3910288	0.843515421	0.255578046	3.300422053	0.000965395	0.00327739	TRUE	FALSE	FALSE
NUTM2A	83.14874949	0.586687079	0.216886044	2.705047635	0.00682946	0.019020922	TRUE	FALSE	FALSE
PTRHD1	2780.848648	-0.338361672	0.075654266	-4.472473153	7.73E-06	3.96E-05	TRUE	FALSE	FALSE
LCN12	82.04371501	0.782914452	0.271185454	2.88700755	0.003889249	0.011520183	TRUE	FALSE	FALSE
ZFP90	1656.927635	0.315190367	0.064060368	4.920208532	8.65E-07	5.08E-06	TRUE	FALSE	FALSE
FAM227A	178.0935632	0.633896192	0.157057534	4.036076321	5.44E-05	0.00023776	TRUE	FALSE	FALSE
USP18	4066.604209	-1.17165741	0.053866767	-21.75102533	6.76E-105	8.60E-102	TRUE	FALSE	FALSE
NDUFA6	160.632893	1.643118303	0.618253303	2.657678165	0.007868099	0.021490668	TRUE	TRUE	TRUE
CHRM5	1098.318222	-0.303343797	0.075204234	-4.033599974	5.49E-05	0.000239972	TRUE	FALSE	FALSE
BRI3BP	3218.045253	0.53789723	0.062915205	8.549558503	1.24E-17	2.59E-16	TRUE	FALSE	FALSE
DGAT1	2073.233943	0.380350019	0.064762361	5.873010405	4.28E-09	3.50E-08	TRUE	FALSE	FALSE
F8	68.55828663	1.435520514	0.292313592	4.910892122	9.07E-07	5.30E-06	TRUE	TRUE	FALSE
CA13	92.87596526	1.821191388	0.235168846	7.744186433	9.62E-15	1.51E-13	TRUE	TRUE	TRUE
MAFF	1202.493039	-1.148387037	0.073418345	-15.64169068	3.79E-55	7.01E-53	TRUE	FALSE	FALSE
BRF1	2665.340944	0.143643049	0.055609713	2.583056822	0.009792919	0.026049677	TRUE	FALSE	FALSE
CIB1	1900.776822	0.368330372	0.06257707	5.886027794	3.96E-09	3.25E-08	TRUE	FALSE	FALSE
ANKS1B	54.1059133	1.055061027	0.285862325	3.69080125	0.000223549	0.00087211	TRUE	FALSE	FALSE
NELFA	4975.206493	-0.459394261	0.055666147	-8.252668596	1.55E-16	2.91E-15	TRUE	FALSE	FALSE
INTS5	2207.790216	0.25896697	0.05854227	4.42358952	9.71E-06	4.89E-05	TRUE	FALSE	FALSE
RPS27L	7506.107157	0.216805151	0.069263524	3.130149032	0.001747176	0.005597558	TRUE	FALSE	FALSE
MANEAL	1416.061419	0.287644438	0.063497138	4.53003785	5.90E-06	3.07E-05	TRUE	FALSE	FALSE
ADSSL1	327.5370522	0.621158911	0.117550628	5.284181977	1.26E-07	8.40E-07	TRUE	FALSE	FALSE
FAF1	9580.024909	-0.254351023	0.063043726	-4.034517598	5.47E-05	0.00023919	TRUE	FALSE	FALSE
FAM43A	3842.933932	-0.768948562	0.067512977	-11.38964093	4.71E-30	2.46E-28	TRUE	FALSE	FALSE
C6orf120	2726.117851	0.313016213	0.067830847	4.614658761	3.94E-06	2.10E-05	TRUE	FALSE	FALSE
PURA	3345.076569	0.316239078	0.058828611	5.375599972	7.63E-08	5.26E-07	TRUE	FALSE	FALSE
DDX51	2952.208892	-0.167548966	0.060641868	-2.762925526	0.005728584	0.016224583	TRUE	FALSE	FALSE
LINC00313	15.50542876	-2.091451345	0.606449054	-3.448684325	0.000563325	0.002006346	TRUE	TRUE	TRUE
NRBP2	725.9868357	0.379817843	0.09438366	4.024190637	5.72E-05	0.000248704	TRUE	FALSE	FALSE
PRSS57	26.08416476	1.228475075	0.397829445	3.087944065	0.002015464	0.006367979	TRUE	TRUE	FALSE
TNFAIP2	19337.50826	-0.712801384	0.056587587	-12.59642655	2.21E-36	1.66E-34	TRUE	FALSE	FALSE
ZNF445	4876.738756	0.160042069	0.050561849	3.165273264	0.001549374	0.005028677	TRUE	FALSE	FALSE
PGBD2	599.5093158	0.476633774	0.108805775	4.380592624	1.18E-05	5.86E-05	TRUE	FALSE	FALSE
TCEAL9	3967.047562	-0.232936586	0.068900574	-3.380764095	0.000722846	0.002517469	TRUE	FALSE	FALSE
RAB11B	7091.719471	-0.334040069	0.045607977	-7.324158867	2.40E-13	3.29E-12	TRUE	FALSE	FALSE
PRMT3	4023.583687	0.308225495	0.058489897	5.26972197	1.37E-07	9.03E-07	TRUE	FALSE	FALSE
RBM11	86.94000209	1.425343418	0.248203285	5.742645268	9.32E-09	7.29E-08	TRUE	TRUE	FALSE
WBSCR17	6.235213553	2.535534753	0.837320996	3.028151407	0.002460548	0.007639208	TRUE	TRUE	TRUE
ARL15	1839.67938	0.416468283	0.077237452	5.392051056	6.97E-08	4.83E-07	TRUE	FALSE	FALSE
TMEM105	283.555202	-0.630156227	0.13799225	-4.566605939	4.96E-06	2.61E-05	TRUE	FALSE	FALSE
PARK2	22.20243107	1.389564672	0.477370699	2.910871309	0.003604224	0.010765124	TRUE	TRUE	FALSE
C14orf80	868.8702385	0.660138172	0.0847201	7.791989967	6.60E-15	1.05E-13	TRUE	FALSE	FALSE
HS6ST3	12.24945417	2.384984357	0.624993066	3.816017308	0.000135623	0.000552028	TRUE	TRUE	TRUE
HGS	7647.085958	-0.114958372	0.042190942	-2.724716857	0.006435665	0.018062412	TRUE	FALSE	FALSE
TNFAIP8L1	948.9326269	0.447448	0.083619432	5.351005038	8.75E-08	5.98E-07	TRUE	FALSE	FALSE
SP140L	1854.780202	0.213400249	0.063840677	3.342700288	0.000829675	0.002858547	TRUE	FALSE	FALSE
TARSL2	585.5853719	0.491164636	0.100093119	4.907076956	9.24E-07	5.40E-06	TRUE	FALSE	FALSE
METTL7A	20881.71652	-0.263992883	0.050735429	-5.203324104	1.96E-07	1.27E-06	TRUE	FALSE	FALSE
SH3BGR	48.80780616	1.102780895	0.31875706	3.459628143	0.000540922	0.001934671	TRUE	FALSE	FALSE
FAM174B	75.65974337	-0.72621	0.246284968	-2.948657427	0.003191575	0.009654326	TRUE	FALSE	FALSE
TMEM179B	1554.758651	0.210871919	0.079264052	2.660372699	0.007805423	0.021359561	TRUE	FALSE	FALSE
PARPBP	2603.994384	0.177109143	0.063946845	2.769630678	0.005611989	0.01592395	TRUE	FALSE	FALSE
STAC3	145.0331274	1.09640266	0.168705679	6.49890786	8.09E-11	8.37E-10	TRUE	FALSE	FALSE
SDHAP1	844.9747771	-0.241469998	0.082865777	-2.91398943	0.00356842	0.01066913	TRUE	FALSE	FALSE
MUC1	234.4097618	0.519084281	0.141966774	3.656378637	0.000255803	0.000986795	TRUE	FALSE	FALSE
L3MBTL1	1857.197989	0.265048094	0.075481869	3.511414051	0.00044573	0.001628799	TRUE	FALSE	FALSE
NR2F2	3941.549631	0.204884347	0.058105675	3.526064297	0.000421785	0.001550755	TRUE	FALSE	FALSE
AHNAK2	359.6553204	1.365100872	0.115613083	11.80749473	3.57E-32	2.09E-30	TRUE	TRUE	FALSE
SP1	14909.25494	-0.356051345	0.053331754	-6.676160354	2.45E-11	2.70E-10	TRUE	FALSE	FALSE
MRPL40	1860.784537	0.161118875	0.06731701	2.393434802	0.016691448	0.041435786	TRUE	FALSE	FALSE
LMLN	1055.766019	0.56397423	0.102098926	5.523801794	3.32E-08	2.40E-07	TRUE	FALSE	FALSE
P4HB	96522.63251	-0.118119367	0.046999578	-2.51320058	0.011964129	0.031003573	TRUE	FALSE	FALSE
PSMD13	6167.697388	-0.264360465	0.04632378	-5.706798192	1.15E-08	8.87E-08	TRUE	FALSE	FALSE
PBX1	527.4080387	0.924729214	0.115622784	7.997811338	1.27E-15	2.16E-14	TRUE	FALSE	FALSE
NDUFA4L2	64.80274341	1.203954249	0.269477396	4.467737437	7.91E-06	4.04E-05	TRUE	TRUE	FALSE
ZFP36L1	43433.09656	-0.604308755	0.069731313	-8.666246585	4.47E-18	9.65E-17	TRUE	FALSE	FALSE
BRWD1	7945.755484	-0.191197821	0.066893601	-2.858237822	0.00426001	0.012459015	TRUE	FALSE	FALSE
PMEL	8261.327562	-0.403585019	0.056344825	-7.162769951	7.91E-13	1.02E-11	TRUE	FALSE	FALSE
MYBL1	197.6608099	1.234669368	0.165116854	7.477549013	7.57E-14	1.09E-12	TRUE	TRUE	FALSE
C16orf52	836.1268151	0.361507274	0.079509889	4.546695735	5.45E-06	2.85E-05	TRUE	FALSE	FALSE
CXorf38	481.6995595	-0.300518315	0.117477018	-2.558103026	0.010524491	0.027727828	TRUE	FALSE	FALSE
ADAMTSL5	548.2963796	0.530918846	0.111423023	4.764893576	1.89E-06	1.05E-05	TRUE	FALSE	FALSE
NLRP9	884.6104685	-1.741975125	0.177583004	-9.809357212	1.03E-22	3.30E-21	TRUE	TRUE	TRUE
WDR53	707.9392058	0.471006375	0.093778214	5.022556486	5.10E-07	3.11E-06	TRUE	FALSE	FALSE
SLC52A2	3577.399191	0.293736605	0.051776267	5.673190057	1.40E-08	1.07E-07	TRUE	FALSE	FALSE
PIGP	973.093338	0.2584495	0.082221004	3.143351313	0.001670252	0.005378171	TRUE	FALSE	FALSE
PCYT2	1711.864591	0.39354283	0.070295298	5.598423202	2.16E-08	1.61E-07	TRUE	FALSE	FALSE
NAT8L	1142.047859	0.287338197	0.077171384	3.723377551	0.000196575	0.000773994	TRUE	FALSE	FALSE
BCAP31	23048.85663	-0.353091546	0.053832859	-6.559033827	5.42E-11	5.70E-10	TRUE	FALSE	FALSE
LINC01405	15.31391921	-1.425137863	0.574973196	-2.478616175	0.013189315	0.033723866	TRUE	TRUE	FALSE
IFITM1	1409.255841	0.307262935	0.096026315	3.19977848	0.001375332	0.004514139	TRUE	FALSE	FALSE
PTCH1	2709.084805	-0.245048294	0.065285149	-3.753507448	0.000174377	0.000692478	TRUE	FALSE	FALSE
RNPC3	997.5645488	0.517709232	0.083501572	6.199993859	5.65E-10	5.25E-09	TRUE	FALSE	FALSE
SDHAP3	241.7264553	-0.756616955	0.13918549	-5.436033277	5.45E-08	3.83E-07	TRUE	FALSE	FALSE
ZNF566	626.0711134	0.31248523	0.087928529	3.553854871	0.000379629	0.001410415	TRUE	FALSE	FALSE
AC084219.4	97.85918971	0.798557522	0.219692572	3.634886308	0.000278103	0.001065156	TRUE	FALSE	FALSE
ZNF529	688.7880734	0.354302584	0.085119101	4.162433339	3.15E-05	0.000144307	TRUE	FALSE	FALSE
AIDA	3359.764801	0.370125807	0.055684192	6.646874019	2.99E-11	3.26E-10	TRUE	FALSE	FALSE
RP11-887P2.3	4666.991293	-0.282968027	0.055555227	-5.093454603	3.52E-07	2.19E-06	TRUE	FALSE	FALSE
GSAP	19.49799422	-1.450987528	0.514664708	-2.819287013	0.004813046	0.013908754	TRUE	TRUE	FALSE
LRRC70	88.0487297	-0.661593175	0.230993995	-2.864114176	0.004181772	0.012265409	TRUE	FALSE	FALSE
ANKRD46	2247.492318	0.171898751	0.057176974	3.006433154	0.002643322	0.008149836	TRUE	FALSE	FALSE
PIP5K1C	5743.205819	0.381518072	0.059993813	6.359290281	2.03E-10	2.01E-09	TRUE	FALSE	FALSE
CYP4F2	65.27601302	-2.868632621	0.289780961	-9.89931363	4.19E-23	1.41E-21	TRUE	TRUE	TRUE
BCL9L	19297.35215	-0.13645479	0.054938639	-2.483767184	0.013000077	0.03331183	TRUE	FALSE	FALSE
KIF18B	3614.967904	0.312396293	0.062804927	4.974072999	6.56E-07	3.93E-06	TRUE	FALSE	FALSE
ZNRF1	6175.503863	-0.174579829	0.055290669	-3.157491688	0.001591328	0.005143543	TRUE	FALSE	FALSE
SAPCD2	12307.0681	0.148991767	0.046676247	3.192025397	0.001412789	0.004625159	TRUE	FALSE	FALSE
EDARADD	925.0361069	-0.45822941	0.082135499	-5.57894471	2.42E-08	1.79E-07	TRUE	FALSE	FALSE
1-Mar	7228.792153	0.351167738	0.0482148	7.283401283	3.26E-13	4.40E-12	TRUE	FALSE	FALSE
MKL2	6088.944139	-0.338175475	0.06162472	-5.487659407	4.07E-08	2.91E-07	TRUE	FALSE	FALSE
ZNF17	471.1401073	0.264394096	0.108406783	2.438907315	0.014731746	0.037136467	TRUE	FALSE	FALSE
TOR3A	2298.56826	0.798428538	0.06312268	12.6488377	1.14E-36	8.73E-35	TRUE	FALSE	FALSE
PPP1CC	30301.51589	-0.127585197	0.043980967	-2.900918445	0.003720707	0.011078931	TRUE	FALSE	FALSE
ANKRD37	979.4279267	-0.239660348	0.086600947	-2.767410255	0.00565036	0.016026132	TRUE	FALSE	FALSE
ZNF75D	963.4301127	0.33721057	0.079393069	4.247355295	2.16E-05	0.000102026	TRUE	FALSE	FALSE
ZNF197	47.55662271	0.864394894	0.29689451	2.911454618	0.003597502	0.010748195	TRUE	FALSE	FALSE
BTN3A2	319.322078	0.920411468	0.120018829	7.668892278	1.73E-14	2.66E-13	TRUE	FALSE	FALSE
AKAP14	216.2569791	-0.431501188	0.150133053	-2.874125174	0.004051484	0.011938254	TRUE	FALSE	FALSE
INSIG1	20247.43783	-0.145096739	0.048010732	-3.022173005	0.002509671	0.007776315	TRUE	FALSE	FALSE
C5orf38	3895.57595	-0.247809507	0.070781722	-3.501038143	0.00046345	0.001686897	TRUE	FALSE	FALSE
ZNF396	44.9166683	1.075995126	0.338612043	3.177663487	0.00148467	0.004834073	TRUE	FALSE	FALSE
FAM86B1	89.86244127	0.59291735	0.237834236	2.4929857	0.012667395	0.032579995	TRUE	FALSE	FALSE
CYP4F3	26.46284968	-1.804741854	0.451115451	-4.00062079	6.32E-05	0.000273077	TRUE	TRUE	TRUE
GPATCH8	9113.008887	-0.268855599	0.057076681	-4.710428026	2.47E-06	1.36E-05	TRUE	FALSE	FALSE
CEACAM19	522.6876475	-0.290922608	0.104870919	-2.77410184	0.005535435	0.015741803	TRUE	FALSE	FALSE
NF2	1662.334433	0.240139012	0.072824624	3.297497442	0.000975506	0.003308957	TRUE	FALSE	FALSE
C6orf1	148.938374	1.189187047	0.167944954	7.080814377	1.43E-12	1.82E-11	TRUE	FALSE	FALSE
